flybase_id	rpkm2	rpkm6	rpkm8	rpkm10	gene_name	cgid	chr	start	stop	strand
FBgn0086055	0.37	4.37	1.26	4.3	snoRNA:Me18S-C1096	CR34684	chr3R	7048127	7048211	+
FBgn0086056	5.29	45.5	39.97	35.61	snoRNA:Me18S-A425	CR34685	chr3R	7048563	7048646	+
FBgn0086057	1.71	2.11	1.54	0.71	snoRNA:Me28S-G2017	CR34686	chr3R	7050030	7050122	+
FBgn0086058	0	0	0.5	0.46	snoRNA:Me18S-G1189	CR34687	chr3R	10197397	10197468	-
FBgn0086059	0	0	0	0.35	snoRNA:Me18S-C1280	CR34688	chr3R	20549548	20549642	+
FBgn0086060	0	0	0	0	snoRNA:Me28S-U1554	CR34689	chr3R	22630234	22630348	+
FBgn0086061	0	6.88	6.21	7.23	snoRNA:Or-CD8	CR34690	chr3R	25688348	25688439	+
FBgn0086062	0	0	0	0	snoRNA:Me28S-C788b	CR34691	chr3L	827075	827144	-
FBgn0086063	0	0.3	0.5	0	snoRNA:Me28S-C788a	CR34692	chr3L	827312	827383	-
FBgn0086064	0	0.78	0.43	0.4	snoRNA:Me28S-G3113b	CR34693	chr3L	827537	827620	-
FBgn0086065	0	2.46	2.68	2.49	snoRNA:Me28S-G3113a	CR34694	chr3L	827764	827843	-
FBgn0086066	0	2.15	1.51	1.87	snoRNA:Me5.8S-G74	CR34695	chr3L	829922	829992	-
FBgn0086067	0.42	1.46	2.86	1.33	snoRNA:Me28S-A771	CR34696	chr3L	830437	830511	-
FBgn0086068	1.22	15.12	12.82	10.65	snoRNA:Or-CD12	CR34697	chr3L	3221350	3221427	-
FBgn0086069	0.41	0.57	0.46	0	snoRNA:Me28S-C3351	CR34698	chr3L	3221771	3221847	-
FBgn0086070	0	0	0	0	snoRNA:Or-CD11c	CR34699	chr3L	3222050	3222116	-
FBgn0086071	0	0	0	0	snoRNA:Or-CD11b	CR34700	chr3L	3222263	3222329	-
FBgn0086072	0	1.63	1.6	0	snoRNA:Or-CD11a	CR34701	chr3L	3222475	3222541	-
FBgn0086073	0	0	0	0	snoRNA:Me18S-A1494	CR34702	chr3L	5713390	5713521	+
FBgn0086074	0	0.56	0.92	3.84	snoRNA:Me18S-A1806	CR34703	chr3L	7632817	7632894	+
FBgn0086075	0	1.99	1.62	1.13	snoRNA:Me28S-G3253	CR34704	chr3L	9503820	9503907	-
FBgn0086076	0	0	0	0	snoRNA:MeU2-A31	CR34705	chr3L	10144712	10144826	-
FBgn0086077	0	0.27	0	0	snoRNA:Me18S-G962	CR34706	chr3L	10994509	10994589	-
FBgn0086078	0	1.2	0	0.46	snoRNA:Me28S-A774b	CR34707	chr3L	13016680	13016752	+
FBgn0086079	0	0.9	0.98	0.46	snoRNA:Me28S-A774a	CR34708	chr3L	13017326	13017398	+
FBgn0086080	0	0	0	0	snoRNA:Me28S-A576	CR34709	chr3L	17559142	17559262	-
FBgn0086081	0	0	0	0	snoRNA:Me28S-A30	CR34710	chr3L	17996078	17996178	-
FBgn0086082	0	0.25	1.2	0	snoRNA:Or-CD11	CR34711	chr3L	20446833	20446921	+
FBgn0086129	47.24	24.67	21.72	13.75	snama	CG3231	chr2R	19974129	19979542	+
FBgn0086130	32.67	9.69	15.47	19.14	KH1	CG3561	chr2L	811632	813389	+
FBgn0086133	117.44	144.41	128.69	112.96	kdn	CG3861	chrX	6244662	6255226	+
FBgn0086134	229.22	71.07	59.6	65.82	Pros25	CG5266	chr3R	8257047	8258279	+
FBgn0086200	0.15	0.05	0	0	CG42490	CG42490	chr2L	18663937	18666863	+
FBgn0086251	6.67	0.32	0.48	0.47	del	CG9252	chr2L	21145134	21148546	-
FBgn0086253	36.78	6.21	2.81	2.73	rumi	CG31152	chr3R	18574736	18576283	-
FBgn0086254	32.48	11.4	6.29	49.09	CG6084	CG6084	chr3L	11613633	11617481	-
FBgn0086265	0.13	0.72	0.61	2.26	Fcp26Aa	CG9050	chr2L	5963087	5964322	-
FBgn0086266	0	0.04	0	0	Fcp26Ac	CG13997	chr2L	5958046	5958591	-
FBgn0086346	45.24	23.5	25.16	34.15	ALiX	CG12876	chr3R	23522187	23525967	-
FBgn0086347	7.3	13.69	18.67	33.51	Myo31DF	CG7438	chr2L	10491682	10506780	-
FBgn0086348	0.65	0.37	0.52	3.16	se	CG6781	chr3L	8513652	8514596	+
FBgn0086349	15.59	9.14	6.21	4.03	nbs	CG6754	chr3L	9713514	9716308	-
FBgn0086350	31.61	15.77	5.97	1.57	tef	CG8961	chr2R	12942048	12944329	-
FBgn0086355	31.45	14.43	11.22	73.71	Tpi	CG2171	chr3R	25958698	25960321	-
FBgn0086356	143.36	94.48	22.84	8.91	tum	CG13345	chr2R	9743648	9746222	-
FBgn0086357	190.94	479.31	482.65	541.27	Sec61alpha	CG9539	chr2L	6477178	6480489	-
FBgn0086358	16.41	5.55	5.59	6.23	Tab2	CG7417	chr2R	15180073	15191529	+
FBgn0086359	7.75	4.59	3.66	4.22	Invadolysin	CG3953	chr3R	5970421	5984858	+
FBgn0086361	126.37	91.7	77.14	29.35	alph	CG1906	chr3R	25417544	25442879	+
FBgn0086362	38.82	19.31	16.99	19.89	spn-F	CG12114	chr3R	27080864	27082388	+
FBgn0086364	48.6	39.29	24.83	4.74	rdx	CG12537	chr3R	9793674	9857777	-
FBgn0086365	7.37	16.6	8.99	4.48	Orct2	CG13610	chr3R	20098753	20101013	+
FBgn0086367	0.13	6.41	4.94	4.39	t	CG12120	chrX	9111688	9117290	-
FBgn0086368	0.41	3	7.51	16.75	tw	CG12311	chrX	678824	682077	+
FBgn0086369	0	0	0	0	mir-278	CR33589	chr2R	11544627	11544648	+
FBgn0086370	32.03	6.75	7.04	7.46	sra	CG6072	chr3R	12012656	12023315	+
FBgn0086371	104.76	56.73	44.39	55.47	poly	CG9829	chr3R	9187574	9192625	-
FBgn0086372	3.23	9.43	13.04	5.96	lap	CG2520	chr3R	3012719	3026631	+
FBgn0086377	38.91	27.46	18.29	13.9	Syx7	CG5081	chr3L	21438922	21441235	+
FBgn0086378	7.88	9.46	5.94	6.39	Alg-2	CG40410	chr3RHet	1894569	1899122	-
FBgn0086384	47.04	43.28	34.05	28.45	Mer	CG14228	chrX	19584627	19587531	-
FBgn0086408	1.46	0.23	0.2	0.52	stl	CG3622	chr2R	18696284	18703498	+
FBgn0086441	164.65	123.61	89.08	55.54	hkl	CG10473	chr2L	19045361	19048633	+
FBgn0086442	44.38	83.63	70.2	37.34	mib2	CG17492	chr2L	19034444	19041541	+
FBgn0086443	41.22	71.38	111.44	152.92	Aats-asn	CG10687	chr2L	19129864	19131952	-
FBgn0086444	18.81	25.69	18.95	14.78	l(2)37Cb	CG10689	chr2L	19123998	19126973	-
FBgn0086445	17.29	12.33	9.6	7.14	l(2)37Cd	CG10563	chr2L	19127262	19129326	+
FBgn0086446	63.78	53.37	33	39.1	l(2)37Ce	CG17347	chr2L	19132329	19133024	+
FBgn0086447	39.42	149.79	137.6	110.9	l(2)37Cg	CG10685	chr2L	19133052	19133426	-
FBgn0086448	8.54	6.31	4.15	1.93	Gpi1	CG32578	chrX	16253373	16255308	+
FBgn0086450	1.53	14.58	7.83	15	su(r)	CG2194	chrX	9090839	9096770	-
FBgn0086451	43.27	64.38	82.93	71.97	l(2)k09022	CG10805	chr2L	6854170	6860864	+
FBgn0086472	2073.7	3067.69	2839.55	4042.34	RpS25	CG6684	chr3R	7040942	7042037	-
FBgn0086475	9.22	19.97	14.04	13.62	sec3	CG3885	chr3L	17414887	17418312	-
FBgn0086519	0.76	2.98	2.14	6.04	Cpr47Eg	CG9070	chr2R	7165461	7165946	-
FBgn0086532	43.86	52.46	58.9	68.73	Spt-I	CG4016	chr2R	9056005	9058249	+
FBgn0086558	52.48	86.69	126.9	134.19	Ubi-p5E	CG32744	chrX	6171010	6173304	-
FBgn0086600	0.65	1.8	0.73	0.46	snoRNA:Psi18S-1347c	CR33633	chr2R	14030684	14030829	+
FBgn0086601	1.36	5.3	3.32	2.85	snoRNA:Psi28S-3327c	CR33753	chr3L	13036471	13036610	+
FBgn0086602	2.89	6.87	7.49	4.65	snoRNA:Psi28S-3436b	CR33799	chrX	6636382	6636524	-
FBgn0086603	7.48	17.63	12.76	9.5	snoRNA:Or-CD2	CR33636	chr2R	4984535	4984674	+
FBgn0086604	0.03	0.06	0.04	0.06	CG12484	CG12484	chr2R	16311840	16366459	+
FBgn0086605	49.05	51.81	39.14	38.7	CG9853	CG9853	chr3R	224272	227749	-
FBgn0086606	0	0	0	0	mir-281a	CR33594	chr2R	8057888	8057910	-
FBgn0086607	0	0	0	0	mir-281b	CR33596	chr2R	8057668	8057690	-
FBgn0086608	0	4.67	13.38	18.19	CG34112	CG34112	chr3R	219467	219768	-
FBgn0086610	0	0	0.05	0	HDC15381	CG33342	chr3R	20202587	20203427	+
FBgn0086611	0	1.94	0.46	3.26	Lcp65Ag3	CG18779	chr3L	6123485	6124086	-
FBgn0086613	22.12	20.04	16.24	9.29	Ino80	CG31212	chr3R	15194717	15228870	-
FBgn0086655	35.89	98.73	204.79	85.2	jing	CG9397	chr2R	2389764	2506901	+
FBgn0086656	52.14	82.73	51.53	43.42	shrb	CG8055	chr2R	5029651	5031415	-
FBgn0086657	33.18	23.58	13.5	10.98	ik2	CG2615	chr2L	20676234	20679308	+
FBgn0086658	0	1.51	0.25	1.15	snoRNA:Psi28S-1180	CR33661	chr2R	7478846	7478990	-
FBgn0086659	2.27	10.78	6.26	7.99	snoRNA:Psi18S-176	CR33913	chr2R	19727434	19727587	-
FBgn0086660	0	1.12	3.65	1.46	snoRNA:Psi28S-1837a	CR33652	chr3L	5757358	5757494	-
FBgn0086661	2.25	2.44	3.07	2.11	snoRNA:Psi28S-2566	CR33686	chr3L	18889289	18889556	-
FBgn0086662	1.55	2.44	4	2.09	snoRNA:Psi28S-3186	CR33709	chr3R	1423737	1423879	-
FBgn0086663	0.68	1.4	1.79	1.42	snoRNA:Psi18S-1275	CR33625	chr3R	5604120	5604259	+
FBgn0086664	1.54	2.12	5.95	4.85	snoRNA:Psi28S-2149	CR33776	chr3R	26032505	26032648	-
FBgn0086665	1.6	6.76	7.2	4.07	snoRNA:Psi18S-1377a	CR33750	chr3R	26033467	26033605	-
FBgn0086666	1.75	5.87	7.88	5.04	snoRNA:Psi28S-2179	CR33918	chrX	657975	658119	-
FBgn0086667	2.52	8.92	6.32	8.31	snoRNA:Psi28S-3342	CR33787	chrX	5418335	5418498	-
FBgn0086668	1.58	6.82	11.15	7.31	snoRNA:Psi28S-3436a	CR33751	chrX	6636719	6636859	-
FBgn0086669	0.22	7.89	5.71	3.46	snoRNA:Psi18S-841a	CR33765	chr2R	17214561	17214704	+
FBgn0086670	3.85	9.98	2.55	4.99	snoRNA:Psi28S-2622	CR33656	chr3L	1488906	1489045	+
FBgn0086671	1.81	5.93	5.61	2.37	snoRNA:Psi28S-2876	CR33646	chrX	17038864	17039003	-
FBgn0086672	2.36	17.27	7	6.51	snoRNA:Or-aca5	CR33637	chr2R	4983190	4983337	+
FBgn0086673	0.02	1.08	0.77	1.35	CG13272	CG13272	chr2L	16807318	16816072	+
FBgn0086674	8.69	31.9	42.74	18.74	Tango13	CG32632	chrX	13457857	13484624	+
FBgn0086675	0.2	4	15.68	3.12	fne	CG4396	chrX	12832568	12839836	+
FBgn0086676	27.05	17.42	14.16	15.9	spin	CG8428	chr2R	12012488	12025743	+
FBgn0086677	0.97	26.8	1.6	0.1	jeb	CG30040	chr2R	7978127	8006377	-
FBgn0086679	11.87	9.41	8.73	10	p	CG9770	chr3R	4486622	4489607	-
FBgn0086680	0.57	14.18	22.45	4.92	vvl	CG10037	chr3L	6783252	6787637	+
FBgn0086681	2.38	0.51	0.65	0.32	Mst36Fa	CG31801	chr2L	18675197	18676998	-
FBgn0086683	66.01	46.52	39.53	41.05	Spf45	CG17540	chr2L	22959601	22961179	-
FBgn0086685	25.18	24.62	29.76	31.73	sec8	CG2095	chr3R	1580654	1584699	-
FBgn0086686	50.33	22.89	28.48	5.22	l(3)L1231	CG7832	chr3R	10470391	10481423	-
FBgn0086687	31.39	20.67	31.92	27.56	desat1	CG5887	chr3R	8265322	8273338	+
FBgn0086689	18.84	18.53	17.02	17.75	Hph	CG31543	chr3R	1082763	1094197	+
FBgn0086690	19.11	70.82	146.35	110.87	cp309	CG33957	chr3L	15059341	15077727	-
FBgn0086691	57.91	2.06	0.74	3.39	UK114	CG15261	chr2L	15274230	15275060	-
FBgn0086693	0.24	0.25	0.25	0.63	iav	CG4536	chrX	6708151	6712189	+
FBgn0086694	123.39	79.97	47.99	32.16	Bre1	CG10542	chr3L	5783274	5787291	-
FBgn0086695	25.26	2.97	1.73	1.23	hd	CG2669	chr3R	1198313	1200353	-
FBgn0086697	26.74	25.12	7.92	2.16	Cenp-C	CG31258	chr3R	4389848	4394970	+
FBgn0086698	7.83	8.41	8.33	7.79	frtz	CG17657	chr2L	1711299	1715861	-
FBgn0086699	17.17	19.84	8.81	5.67	l(3)S147910	CG14121	chr3L	12517541	12518185	+
FBgn0086704	1.44	0.92	1.56	4.14	stops	CG31006	chr3R	26983878	26994825	-
FBgn0086706	176.88	256.41	273.07	313.69	pix	CG5651	chr3L	8965160	8967854	-
FBgn0086707	130.13	46.45	33.18	14.28	ncm	CG12750	chr2L	18444507	18448996	-
FBgn0086708	0.01	14.52	32.49	56.92	stv	CG32130	chr3L	13470653	13476621	+
FBgn0086710	1489.44	1557.72	1578.61	2344.81	RpL30	CG10652	chr2L	19008271	19009235	-
FBgn0086711	39.49	0.57	0.39	0.72	mol	CG4482	chr2L	14975747	14997556	-
FBgn0086712	15.84	27.72	36.96	49.87	Egm	CG9006	chr2R	7504374	7506515	-
FBgn0086736	37.57	36.09	33.53	32.44	GckIII	CG5169	chr3R	12911256	12913620	+
FBgn0086757	2.64	5.46	7.54	6.01	cbs	CG4840	chr2R	9338169	9340898	+
FBgn0086758	0.05	1.8	5.61	0.83	chinmo	CG31666	chr2L	1651260	1698632	+
FBgn0086768	61.03	60.11	50.27	77.56	Pcmt	CG2152	chr3R	1378545	1380033	-
FBgn0086778	0.12	0.15	0.03	0.02	gfA	CG32538	chrX	19222594	19242477	-
FBgn0086779	18.04	17.07	10.66	5.93	step	CG11628	chr2L	21741254	21757461	-
FBgn0086782	0.04	0.48	0.12	0.04	amn	CG11937	chrX	19780141	19784093	-
FBgn0086783	0.13	40.88	48.63	273.4	Mhc	CG17927	chr2L	16766737	16788766	+
FBgn0086784	11.48	10.28	11.88	14.41	stmA	CG8739	chr2R	4617003	4621809	-
FBgn0086785	14.01	24.49	17.63	21.29	Vps36	CG10711	chr3L	13504746	13506207	-
FBgn0086855	52.07	35.15	19.64	16.59	CG17078	CG17078	chr2L	274740	277212	-
FBgn0086856	44.56	63.07	55.08	47.12	CG11555	CG11555	chr2L	273955	274766	+
FBgn0086895	70.51	19.88	15.77	13.16	pea	CG8241	chr2R	10040661	10044611	+
FBgn0086896	6.56	11.34	13.19	9.01	d	CG10595	chr2L	8482484	8488671	+
FBgn0086897	383.73	332.25	251.29	52.39	sqd	CG16901	chr3R	9461214	9472026	-
FBgn0086898	9.03	4.52	3.02	3.22	dgo	CG12342	chr2R	6703531	6707378	-
FBgn0086899	68.7	12.98	10.75	2.88	tlk	CG34412	chrX	3614054	3682010	+
FBgn0086900	0	0	0	0	Cpr65Ax1	CG34270	chr3L	6140629	6141082	-
FBgn0086901	4.95	33.53	56.91	17.84	cv-c	CG34389	chr3R	10217402	10307410	-
FBgn0086902	72.76	96.27	90.76	18.17	kis	CG3696	chr2L	210732	250795	-
FBgn0086904	193.29	1204.75	1574.87	2281.33	Nacalpha	CG8759	chr2R	8647198	8648377	-
FBgn0086906	0.07	26.31	74.01	31.6	sls	CG1915	chr3L	2040179	2115617	-
FBgn0086907	0.87	12.4	12.79	21.79	Cyt-c-d	CG13263	chr2L	16715858	16719642	+
FBgn0086908	78.29	22.01	12.84	8.63	egg	CG12196	chr2R	20663057	20667437	-
FBgn0086909	5.72	19.48	34.3	43.13	CG31751	CG31751	chr2L	18677203	18683717	+
FBgn0086910	100.64	197.45	271.28	57.41	l(3)neo38	CG6930	chr3R	7594335	7604826	-
FBgn0086911	8.45	2.4	11.4	5.53	rg	CG6775	chrX	4979866	5145183	+
FBgn0086912	71.57	83.85	64.72	54.92	mbm	CG11604	chr2L	271912	274096	-
FBgn0086913	0.06	0.12	0.08	0.15	Rab26	CG34410	chr3L	21311874	21327290	+
FBgn0086915	0.03	0.06	0.03	0	Mst77F	CG3354	chr3L	20810001	20811150	-
FBgn0086916	0.01	0.04	0.02	0	snky	CG11281	chr3L	13166782	13169797	+
FBgn0086917	0.02	0.03	0	0.08	spok	CG41624	chr3RHet	2127184	2158789	-
FBgn0087002	3.74	50.38	62.61	49.02	Rfabg	CG11064	chr4	1085538	1096830	+
FBgn0087005	0.41	0.34	0.3	0.21	retinophilin	CG10233	chr3R	1061812	1063038	-
FBgn0087007	7.46	3.03	3.51	3.17	bbg	CG42230	chr3L	14405921	14506348	-
FBgn0087008	73.42	68.37	76.69	52.84	e(y)3	CG12238	chrX	19521982	19532385	-
FBgn0087011	0.3	0.67	0.55	0.41	CG41520	CG41520	chrU	1242640	1369507	+
FBgn0087012	0.96	0.27	0.16	0.12	5-HT2	CG1056	chr3R	438597	459026	+
FBgn0087013	109.49	86.46	101.03	90.5	Karybeta3	CG1059	chr3R	474945	480360	+
FBgn0087021	72.32	45.4	17.14	10.71	Spc25	CG7242	chr3R	8787474	8788975	+
FBgn0087035	84.11	93.34	80.07	82.6	AGO2	CG7439	chr3L	15547217	15554146	+
FBgn0087039	33.74	10.84	5.22	6.4	Sbp2	CG7066	chr3L	8297260	8298433	+
FBgn0087040	52.33	0.3	0.2	0.37	alphaTub67C	CG8308	chr3L	9674379	9676470	+
FBgn0087041	32.16	18.96	14.49	7.03	CG42231	CG42231	chr2L	16342423	16352093	-
FBgn0243486	0	0.29	0.54	1.28	rdo	CG15151	chr2L	18012407	18070249	+
FBgn0243505	11.38	7.84	7.57	3.25	sdt	CG32717	chrX	8072582	8133487	+
FBgn0243511	11.74	31.34	48.01	47.87	psidin	CG4845	chr3R	15847425	15852207	+
FBgn0243512	9.64	13.34	14.25	13.13	puc	CG7850	chr3R	3931057	3948023	+
FBgn0243513	8.7	8.48	9.27	7.71	cnir	CG17262	chr2L	3039131	3039720	-
FBgn0243514	0.01	0.01	0	0	eater	CG6124	chr3R	22921589	22925401	-
FBgn0243516	13.86	73.25	246.69	124.58	Vrp1	CG13503	chr2R	17994243	18010053	-
FBgn0243517	20.67	37.56	58.54	64.74	CG4567	CG4567	chr2L	7220272	7223079	-
FBgn0243586	0	0.66	0.17	1.33	Tb	CG5480	chr3R	22482167	22483253	+
FBgn0250731	0	0	0	0	5.8SrRNA:CR40454	CR40454	chrU	3653469	3653591	-
FBgn0250732	57.32	48.43	26.25	16.76	gfzf	CG33546	chr3R	2971596	2976661	-
FBgn0250746	332.63	81.82	66.62	73.54	Prosbeta7	CG12000	chr3R	1182734	1184086	-
FBgn0250747	4.64	6.51	6.99	6.49	l(2)gd1	CG4713	chr2L	11106952	11110852	+
FBgn0250753	385.78	346.3	230.9	203.92	exba	CG2922	chr3R	1421086	1426891	-
FBgn0250754	52.33	27.41	12.02	0.89	CG42232	CG42232	chr3R	12283984	12295350	-
FBgn0250755	3.78	1.62	1.55	1.85	CG42233	CG42233	chr3R	27625356	27630878	-
FBgn0250756	0.08	0.81	1.04	1.31	CG42234	CG42234	chr3L	1921307	1933448	+
FBgn0250757	0.01	0.07	0.05	0.16	CG42235	CG42235	chr3R	21732752	21746768	+
FBgn0250785	10.79	8.75	34.7	47.26	vari	CG9326	chr2L	20788659	20797040	-
FBgn0250786	49.15	52.83	47.95	39.21	Chd1	CG3733	chr2L	2979697	2987677	-
FBgn0250788	65.48	188.3	264.94	209.62	beta-Spec	CG5870	chrX	17551454	17563270	+
FBgn0250789	67.42	199.04	255.59	203.64	alpha-Spec	CG1977	chr3L	1779111	1795319	-
FBgn0250791	56.75	48.66	36.81	34.97	Snap	CG6625	chr3L	20306734	20309677	+
FBgn0250814	67.68	91.78	117.83	211.72	CG4169	CG4169	chr3L	16577224	16579216	+
FBgn0250815	0.07	2.1	1.25	9.3	Jon65Aiv	CG6467	chr3L	6032257	6033248	+
FBgn0250816	37.1	0.6	0.36	0.2	AGO3	CG40300	chr3L	23547715	23682722	+
FBgn0250817	0	0	0	0	CR40465	CR40465	chr2L	20253808	20254397	-
FBgn0250818	5.16	13.45	25.25	10.21	CG34360	CG34360	chr3R	5700403	5814598	+
FBgn0250819	0.97	10.27	7.51	5.38	CG33521	CG33521	chr4	1206399	1213327	+
FBgn0250820	54.81	17.94	17.92	27.33	CG5802	CG5802	chr3R	16963992	16966087	+
FBgn0250821	0.55	0.02	0.07	0.1	CG14644	CG14644	chr3R	77614	78765	-
FBgn0250822	0.43	73.19	71.14	62.38	CG34222	CG34222	chr2R	6207349	6208005	-
FBgn0250823	55.95	57.21	54.85	15.91	gish	CG6963	chr3R	12098176	12128094	+
FBgn0250824	2.07	1.17	0.96	3.64	CG33655	CG33655	chr2R	17206941	17207522	-
FBgn0250825	0	0.06	0	0.35	CG34241	CG34241	chr3L	12121124	12121559	+
FBgn0250826	0.14	0.15	0	0	CG34160	CG34160	chr2L	10579809	10580324	+
FBgn0250827	0	0.03	0.04	0	whip	CG34218	chr2R	4249855	4250723	-
FBgn0250829	0.34	2.42	7.27	2.66	PQBP-1	CG31369	chr3R	4204893	4303315	-
FBgn0250830	45.06	58.08	37.09	25.74	CG12547	CG12547	chr2R	673803	676143	-
FBgn0250831	0	0	0	0	BG642167	CG34103	chr3R	21632189	21632642	+
FBgn0250832	0	0.06	0.19	0.27	Dup99B	CG33495	chr3R	25540725	25541153	-
FBgn0250833	0	0.26	0.05	0.2	CG34461	CG34461	chr3L	8318963	8320215	+
FBgn0250834	0.1	0	0	0	HDC02577	CG33308	chr2L	14802334	14803299	+
FBgn0250835	0	0	0	0	CG15394	CG15394	chr2L	2588854	2592775	+
FBgn0250836	0.15	0.1	0.08	1.98	CG8628	CG8628	chr3L	7123974	7124605	+
FBgn0250837	976.62	183.81	71.49	46.83	dUTPase	CG4584	chr2L	11011332	11012138	+
FBgn0250838	228.16	224.38	195.03	304.81	CG30415	CG30415	chr2R	19273201	19273969	-
FBgn0250839	0.29	4.6	4.29	32.59	CG2016	CG2016	chr3R	782717	787070	-
FBgn0250840	0	0	0	0	CG12907	CG12907	chr2R	6240873	6241894	+
FBgn0250841	0	0	0	0	CG17242	CG17242	chr2L	2268356	2269093	-
FBgn0250842	0.03	0.02	0.08	0.04	CG17575	CG17575	chr2R	8733049	8734101	-
FBgn0250843	341.61	84.66	74.82	78.72	Pros35	CG4904	chr2L	10221353	10222515	+
FBgn0250844	0.09	0.14	0.33	0.58	CG4218	CG4218	chr2L	14547520	14549075	-
FBgn0250845	0.03	0.04	0	0.03	CG1288	CG1288	chr3R	3033095	3034137	-
FBgn0250846	0.08	0	0	0	glob2	CG15180	chr3R	2433635	2434636	-
FBgn0250847	0.14	0.04	0.03	0.12	CG14034	CG14034	chr2L	5215211	5216533	-
FBgn0250848	185.97	5.74	5.81	30.17	26-29-p	CG8947	chr3L	13987335	13989678	+
FBgn0250849	0	0.13	0	0	CG32388	CG32388	chr3L	6976572	6977672	-
FBgn0250850	28.08	0.76	1.05	2.96	rig	CG30149	chr2R	16521381	16528191	-
FBgn0250851	33.09	25.96	29.74	23.61	CG33981	CG33981	chr2R	13661469	13669417	-
FBgn0250861	50.58	85.93	88.89	86.68	RanBPM	CG42236	chr2R	6317217	6324088	+
FBgn0250862	0.11	2.36	3.29	4.62	CG42237	CG42237	chrX	13009170	13017100	+
FBgn0250867	15.73	31.6	16.71	7.39	CG42238	CG42238	chr2L	20965520	21051954	-
FBgn0250868	34.52	29.77	19.12	21.68	CG42239	CG42239	chr2R	13460335	13460984	+
FBgn0250869	78.85	3.57	4.19	4.11	CG42240	CG42240	chrX	6224891	6226783	+
FBgn0250870	0.06	0.41	0.7	0.71	CG42241	CG42241	chr2R	19560399	19561421	+
FBgn0250871	0.18	0.83	3.74	5.56	pot	CG2467	chrX	11801936	11811266	-
FBgn0250874	26.26	47.4	60.07	76.48	ttm50	CG2713	chrX	2624252	2626218	-
FBgn0250876	19.27	63.68	35	19.84	Sema-5c	CG5661	chr3L	12060611	12074927	-
FBgn0250903	56.21	30.62	22.25	10.54	lmg	CG34440	chr2L	8525663	8528618	-
FBgn0250904	0.08	0.06	0.06	0.28	CG34434	CG34434	chrX	5508587	5510403	-
FBgn0250906	44.65	33.21	27.92	123.16	Pgk	CG3127	chr2L	2746880	2748522	-
FBgn0250907	1.22	2.36	5.39	10.42	Cht3	CG18140	chr2L	22892290	22918647	-
FBgn0250908	0	0.02	0.1	0.01	beat-VII	CG42242	chr3R	22474353	22507688	-
FBgn0250910	0.02	1.23	1.55	1.7	Octbeta3R	CG42244	chr3R	8337292	8373951	-
FBgn0250911	195.23	113.35	97.17	61.56	CG42245	CG42245	chr3L	2631720	2641984	+
FBgn0259098	0	0	0	0	CG42246	CG42246	chrX	7305300	7305939	-
FBgn0259099	0.05	0.04	0.03	0.06	CG42247	CG42247	chr3L	14897337	14936008	+
FBgn0259100	16.35	8.48	16.76	9.81	CG42248	CG42248	chrX	702250	778497	-
FBgn0259101	0.01	0.03	0.03	0.25	CG42249	CG42249	chrX	10990306	11002192	+
FBgn0259108	0.11	0.49	1.87	0.57	futsch	CG34387	chrX	1307911	1345416	+
FBgn0259109	0.6	4.93	5.82	1.24	CG42251	CG42251	chrX	12413012	12425266	-
FBgn0259110	0.09	0.3	0.3	0.23	mmd	CG42252	chrX	15842400	15866467	-
FBgn0259111	34.64	3.15	4.77	2.85	Ndae1	CG42253	chr2L	7224851	7240500	-
FBgn0259112	12.46	8.91	6.56	8.12	CG42254	CG42254	chr2R	10657104	10658417	-
FBgn0259113	47.02	12.64	5.14	2.94	DNApol-alpha180	CG6349	chr3R	17492275	17497472	-
FBgn0259139	370.87	333.32	124.83	71.59	glo	CG6946	chr3R	7640928	7645142	-
FBgn0259140	0.32	3.03	5.13	1.77	CG42255	CG42255	chr3L	11795185	11807855	-
FBgn0259141	0.13	0.04	0.03	0	CG42256	CG42256	chr3L	7155528	7183017	-
FBgn0259142	62.94	17.75	20.86	22.65	CG42257	CG42257	chr2R	17948458	17957262	+
FBgn0259143	7.66	5.48	6.15	4.02	CG42258	CG42258	chrX	12358132	12371539	+
FBgn0259144	17.14	13.83	12.04	17.63	CG42259	CG42259	chrX	940257	941040	+
FBgn0259145	0.16	0.73	1.3	2.01	CG42260	CG42260	chr2R	18631377	18684614	-
FBgn0259146	0.02	0.06	0.08	0.08	CG42261	CG42261	chr3R	21798294	21807019	+
FBgn0259147	0	0.2	0	0.23	CG42262	CG42262	chrX	9762219	9765597	-
FBgn0259148	0.03	0	0	0	CG42263	CG42263	chr3L	19947647	19948924	-
FBgn0259149	0.25	0.15	0.08	0.09	CG42264	CG42264	chrX	5667170	5670612	-
FBgn0259150	0.05	0.71	1.42	0.61	CG42265	CG42265	chrX	5547551	5556085	-
FBgn0259151	0.11	0.44	0.66	0.2	CG42266	CG42266	chr2L	16337986	16340368	-
FBgn0259152	6.13	6.17	8.01	4.65	Clbn	CG11847	chr3R	20953224	20956877	+
FBgn0259162	0.22	0.03	0.03	0.09	RunxB	CG42267	chrX	20404788	20437040	+
FBgn0259163	0.04	0.86	2.17	3.54	CG42268	CG42268	chr3L	9727112	9753495	-
FBgn0259164	0.25	0.26	0.37	0.17	CG42269	CG42269	chr3L	6059595	6064645	+
